,Unnamed: 0,text,target
7395,7395,შენობაში მოწევა უნდა აკრძალულიყო რესტორნებსა და ბარებს რაც შეეხება მათი დარბაზების სულ მცირე,2
7399,7399,საღამოს საათის შემდეგ კაფე ეთმობა სოციალურ ბარს სადაც იგეგმება ღონისძიებები საჯარო ლექციები გამოფენები,2
7400,7400,ცდებით ეს უდავოა მას აქვს შუქდიოდის ბარები რომლებიც ერთვის,-1
7405,7405,გათბობის სისტემით სველი წერტილით ევრორემონტით სათავსოებით ბარით კონდიციონერით აივნით ვიდეო კონტროლით და სხვა,2
7408,7408,კალიფორნიაში ერთ ერთ ბარში მომხდარ თავდასხმას მსხვერპლი მოჰყვა,2
7415,7415,ხალხური სამეურნეო საყოფაცხოვრებო ადათწესები თუ ჩვეულებები ბარში ჩამოსახლებული ბევრი ახალგაზრდა თუ მოხუცი ხევსური,1
7417,7417,მზიანი ამინდი იქნება ჰაერის მაქსიმალური ტემპერატურა ბარში დღისით გრადუსია მოსალოდნელი,1
7420,7420,გაივლის გამოცდას ისრიანი ღილაკები და სივრცეში ბარი საუკეთესო წარმატებებს,5
7425,7425,აიეტით მეტალოს კარ ფანჯრით რკ კარით ბარ სამზარეულოთი ბუხრით სართული ლიფტი მუდმივად მუშაობს,2
7427,7427,ხდებოდა წლის იანვარს თბილისის ერთ ერთ ბარში და როგორ გაუსწორდნენ წლის სანდრო გირგვლიანს,2
7447,7447,ტემპერატურა დასავლეთის დაბლობზე გრადუსია მოსალოდნელი აღმოსავლეთის ბარში კი გრადუსი იქნება,1
7451,7451,დაჭრეს არსებული ინფორმაციით დაცვის თანამშრომელსა და ბარში შემსვლელ პირებს შორის დაპირისპირება მოხდა ინტიდენტი,2
7454,7454,პლაჟი სანტოვა ოქროსფერი ქვიშითა და სანაპირო ბარებით სადაც პირდაპირ პლაჟზე მოგართმევენ კოკტეილებს ან,2
7455,7455,ერთ ერთი პირველი პარტნიორები იყვნენ ღვინის ბარები და მაღაზიები ღვინო ანდერგრაუნდი ჯი ვინო,2
7459,7459,კამპანიის ფორმით რომლის ინიციატორიც იყო ოდ ბარო რომელიც მიისწრაფოდა რეფორმისკენ რევოლუციის თავიდან ასაცილებლად,4
7470,7470,სამზარეულოში შევდივარ და მზარეულს კერძებს ვუკვეთავ ბართან გამოსულს ფორთოხლის წვენი და ყავა მზად,2
7473,7473,კუთვნილ ქვევრებსაც რგავდნენ და იქ ასხამდნენ ბარში შეძენილ ღვინოს ამის მიზეზი მარტივი გახლდათ,2
7474,7474,ინტერნეტით ფერადი ტელევიზორი საკაბელო არხებით მინი ბარით ცენტრალური გათბობით და კონდიცირებით სასტუმროს ნომრების,2
7478,7478,ვისაც ტრაქტორის სასშვალება არა აქვს პეხიტ ბარავს ხელიტ თესავს და ტოხნის ვინ უპასებს,0
7488,7488,მოკლეს თავისუფლების მოედანზე მდებარე ერთ ერთ ბარში ვარშავაში მას სასიკვდილო ჭრილობები მიაყენეს,2
7492,7492,ამ ეტაპზე მსოფლიო ეკონომიკა დღეში მილიონ ბარელ ნავთობზე მეტს მოიხმარს,7
7497,7497,ბარი ბაუჰაუსი მშენებლობა დედაენის ბაღში არ ყოფილა,4
7501,7501,კი ყოველწლიურად ბევრი ელის პოპ აპ ბარი სადაც მარიოს სამყაროს ფონზე კლასიკურ კოქტეილებს,-1
7503,7503,სასტუმროში არის ასევე ბარი სადაც შეგიძლიათ სასურველი კერძი დააგემოვნოთ,2
7507,7507,წლის სანქციების დაწესებამდე არსებულ დონეს მილიონ ბარელს მიაღწია გარდა ნავთობისა გრძელვადიან პერსპექტივაში ირანს,7
7516,7516,საღამოს ერთ ერთ ბარში ჯაზკლუბი აკორდი იყო უფრო ზუსტად რომ,2
7524,7524,ექსპორტიორი ქვეყნების ორგანიზაციის ოპეკის მონაცემით მილიარდი ბარელი რაც მსოფლიო რეზერვების იყო წლისთვის ილუზიამ,7
7539,7539,ში ნავთობმარაგები მლნ ბარელით გაიზარდა მლნ ბარელამდე,7
7546,7546,სოფლად ცხოვრობდნენ და ბებოს თოხი და ბარი არასოდეს სჭერია ხელში ბოსელში არ შესულა,0
7549,7549,წარმოება უშუალოდ მევენახეობა მეღვინეობასთანაა დაკავშირებული საქართველოს ბარში არაყს მეტწილად ხილისა და მეღვინეობის ნარჩენებისგან,1
7554,7554,უკავია ყოველწლიურად ამ ქვეყანაში ოთხ მილიონ ბარელ შავ ოქროს მოიპოვებენ ალ ბადრის აზრით,7
7560,7560,მაგ ტერიტორიაზე ყველაზე კარგი და ახლადგარემონტებული ბარი ეგ არის გვთავაზობენ ისეთ ბაღებს რომლებიც,2
7566,7566,ინფორმაცია გამყიდველისაგან ქირავდება დუპლექსის ტიპის კაფე ბარი ჩუგურეთში კვ ახალი გარემონტებული თავისი ინვენტარით,2
7574,7574,დედაჩემს ჩემი მეგობრების ფოტოები ვაჩვენე კადრები ბარებიდან და წვეულებებიდან მაშინ მან მითხრა შენ,2
7575,7575,მოგიყვები რომ გნახავ შეგიძლია ერთ საათში ბარში იყო,2
7590,7590,თბილისი ჯეიჰანი იქნება რომელიც წელიწადში მილიონ ბარელს გადაზიდავს ეს პროექტი დასავლეთის ენერგო უსაფრთხოებისა,7
7593,7593,ვაჟა ფშაველას სათაგური რეჟ ოთარ ბაღათურია ბარი კიფის ჩაგავლეთ რეჟ დავით ბახტაძე გრიგორი,-1
7602,7602,ნედლი ნავთობის წარმოება დღეში დან მილიონ ბარელამდე რის შედეგადაც ნავთობის დღიურმა წარმოებამ წლის,7
7606,7606,მდიდარ წარმოსახვას გირჩევთ საღამოს შეიხედოთ ადგილობრივ ბარში ამ შემთხვევაში ნიორსა და საკმეველზე მხოლოდ,2
7608,7608,წესი სიმინდი ითესება მზრალზე მზრალად ხვნა ბარში უნდა დამთავრდეს არა უგვიანეს დეკემბრისა ხოლო,1
7620,7620,კონტროლი აგრეთვე ზოგიერთ საბილიარდოს აქვს საკუთარი ბარი რომელსაც ასევე პროგრამული მენეჯმენტი სჭირდება,2
7633,7633,ბარში წამდი პედრო ხელში ჩააფრინდა და ბარში შეიყვანა,2
7636,7636,მეტრიანი ბასეინისა აქ არის სპა სალონი ბარი რესტორანი ბოტანიკური ბაღი და უზარმაზარი გადმოსახედი,2
7642,7642,ტექსტი გთხოვთ მითხრათ სად საუბრობთ პოლიტიკაზე ბარში კაფეში რესტორანში,2
7649,7649,ყველანი ჩართულები ვიყავით პროცესში მიუხედავად ხელში ბარი გეკავა თუ არა,0
7652,7652,მაკონტროლებელი სიმძიმის ისრიანი ღილაკები და სივრცეში ბარი,5
7657,7657,დროს არსად არ ახსენებს უკიდეგანო დაჭაობებულ ბარს როგორიც არის და იყო დასავლეთი საქართველო,1
7666,7666,დედაქალაქ ჰანოიში მდებარე ერთ ერთ კარაოკე ბარში გაჩენილ ხანძარს ადამიანი ემსხვერპლა ინფორმაციას ავრცელებს,2
7667,7667,ბარის სკამი პლასტიკური ზედაპირით და ფეხით ნაცრისფერი,-1
7668,7668,ბელ ელა ბარით გარდათხრა განუმარტავია ბარი,-1
7671,7671,იმისათვის რომ აირჩიე გეჭიროთ სივრცეში ბარი სანამ ბარი სავსე და მაინც ჩანს,5
7673,7673,საქართველოს ბარში მთიელთა ჩამოწოლის პროცესი და მისი შედეგები,1
7690,7690,ნიგერია კვარტალში საშუალოდ მლნ ბარელ ნავთობს მოიპოვებდა დღეში,7
7701,7701,უპირისპირდებოდა რუსეთს პოლონეთის საკითხში და ქალაქ ბარის ანტიდისიდენტურ კონფედერაციას ემხრობოდა,4
7705,7705,იმედ გადაწურული შევედი აღმაშენებელზე ერთ ერთ ბარში როგორც გავიგე ვაკანსია ქონდათ მიმტანის თაობაზე,2
7712,7712,რჩება კონდენცირება რბილი ავეჯი საძინებლის მოპირდაპირედ ბარ სტოიკით გამოყოფილი სამზარეულო სივრცეა გამწოვით ცტ,2
7715,7715,დამატებითი ინფორმაცია გამყიდველისაგან სასწრაფოდ ქირავდება კაფე ბარი პეროვზე კვ ახალი გარემონტებული თავისი ინვენტარით,2
7738,7738,კუნძულ კორფუზე მდებარე ერთ ერთ კაფე ბართან მოხდა სადაც სამი ახალაგზრდა გასართობად იყო,2
7745,7745,ელჭექი მოსალოდნელი ჰაერის ტემპერატურა დაბლობსა და ბარში გრადუსია მოსალოდნელი,1
7747,7747,მოთამაშე რეჟიმი ისრის ღილაკები გადაადგილება სივრცე ბარი გადაღებას ორი მოთამაშე,5
7750,7750,სეტყვა ჰაერის ტემპერატურა მაისს დაბლობსა და ბარში გრადუსია მოსალოდნელი მაისს კი გრადუსით დაიკლებს,1
7768,7768,დაბლობ რაიონში გრადუსი იქნება აღმოსავლეთ საქართველოს ბარში კი გრადუსია მოსალოდნელი,1
7770,7770,გამოიყენეთ ტექნიკის კრივი დასამშვიდებლად მოხვდა სივრცეში ბარი ორმაგი დარტყმა ისარი და სივრცეში საუკეთესო,5
7809,7809,ფორრესტი ბარი სადაც დრო ფული ღირს მთვარის კლუბი,2
7819,7819,ხდებოდა ყოველი დაბრუნებისას ვხედავ მორიგ ახალ ბარს რომელიც ქალაქში მიმდინარე პოლიტიკურ და სოციალურ,2
7834,7834,ცნობით თებერვლის მდგომარეობით ირანი დღეში მლნ ბარელს აწარმოებდა რაც წლის შემდგომ ყველაზე მაღალი,7
7840,7840,საუკუნეში ხევსურების დარჩენილი ნაწილის საქართველოს მთიანეთიდან ბარში გადასახლება აფხაზეთიდან გამუსლიმანებული ქართველების თურქეთში განდევნა,1
7843,7843,სკოლები ბაღები კლინიკა აფთიაქი სასურსათო მაღაზიები ბარები რესტორნები,-1
7844,7844,მაქსიმალური ტემპერატურა გრადუსი იქნება აღმოსავლეთ საქართველოს ბარში კი გრადუსსითბოა ნავარაუდევი თბილისში დღისით ჰაერის,1
7845,7845,იარაღები ბარი გუთანი თოხი კავი ფარცხი,0
7847,7847,ბარსელონა კოსტა ბარვა მხოლოდ ლარიდან ავიაბილეთებიანად პირდაპირი ფრენა ქუთაისიდან,4
7873,7873,რომ პრემიერის საუბარი მასზედ რომ მიწისქვეშა ბარებში შესვლა მამაკაცებსაც უნდა შეეძლოთ არის ჭირიკნობა,2
7874,7874,ძვირი წელსაც არ ყოფილა როცა ერთი ბარელის ფასი დოლარზე იყო ასული ჯანიაშვილი საწვავის,7
7880,7880,ნაციონალური მოძრაობის პრეზიდენტობის კანდიდატებს ცოცხებით თოხებით ბარებით და წყლით სავსე ბოთლებით დახვდნენ აქციის,0
7888,7888,კოტეჯის ფართი შეადგენს კვ ხოლო კაფე ბარის კვ მუშაობს როგორც სასტუმრო და გაქირავებული,2
7890,7890,ოფისი ისრებით გამართავს სივრცეში ბარი გაანგარიშება ძალის ზემოქმედების და ემსახურება,5
7892,7892,ქირავდება კაფე ბარი ვაკეში ჭავჭავაძეზე ვიტრაჟული კვ დუპლექსის ტიპის,2
7900,7900,არასრულწლოვანი იყო როცა ქობულეთში ერთ ერთ ბარში ხულიგნობის ბრალდებით დააკავეს რაც შეეხება პატარა,2
7904,7904,ნოემბერს დღის განმავლობაში ჰაერის მაქსიმალური ტემპერატურა ბარში მოსალოდნელია მთაში მაღალმთაში გრადუსის ფარგლებში,1
7906,7906,კერძოდ ჰაერის ტემპერატურა მაისს დაბლობსა და ბარში გრადუსია მოსალოდნელი მაისს კი ტემპერატურა გრადუსით,1
7909,7909,სიები მიუთითებენ რომ ოსების შიდა ქართლის ბარში ჩამოსახლება ძირითადად მოხდა საუკუნის შუა ხანებიდან,1
7925,7925,ასახავს მტრის თავდასხმები მართვა გასაღებები სივრცეში ბარი აშენებენ სამხედრო ბაზა,5
7940,7940,ივლისს ჰაერის ტემპერატურა დაბლობსა და ბარში გრადუსი იქნება ხოლო ივლისს დასავლეთ საქართველოში,1
7948,7948,ესპანეთში ერთ ერთ ბარში მამაკაცმა ცეცხლი გახსნა,2
7951,7951,არსებობს ჩვენს გარდა ხელში მიყვარს და ბარის მაღალ სკამზე მაჯენს თან კოცნას არ,2
7956,7956,ერთ ერთი მათგანი არტურ ბარისია რომელიც საქართველოში წლის ოქტომბრიდან მეუღლესთან ერთად,4
7964,7964,მილები რომ გაჰყავდათ თვითონაც გამ ოიტანა ბარი და მიწის გათხრაში ეხმარებოდა მუშებს ეზოსაც,0
7970,7970,კი ხშირად შენიშნავთ მსგავსი ტიპის კაფე ბარს სადაც ინტერიერი ძველებურ სტილშია გადაწყვეტილი,2
7976,7976,სიმაღლე არ უნდა აღემატებოდეს შედუღება ფოლადის ბარი ზედა ანტენის დაახლოებით ამავდროულად შეაკეთეთ ფოლადის,-1
7985,7985,კვადრატებად ყოფენ თხრიან ხელით სხვადასხვა ხელსაწყოთი ბარი წერაქვი დანა ლანცეტი ფუნჯი მექანიზმების გამოყენება,0
7988,7988,იწვიმებს ჰაერის ტემპერატურა ივნისს დაბლობსა და ბარში გრადუსია მოსალოდნელი ხოლო ივნისს გრადუსამდე მოიმატებს,1
8009,8009,კონდიციონერით თანამედროვე ავეჯით და ტექნიკით სამზარეულო ბარ სტოიკით ტელეფონით ინტერნეტით რკინის კარით აივნით,2
8010,8010,ჩვენც სმენას მოვრჩით თუ არა გავეშურეთ ბარისკენ სადაც ყველანი ხშირად ვიკრიბებოდით ხოლმე,2
8017,8017,კლასიკურ ქვეყანაში უმთავრესი ყურადღება გადატანილი იყო ბარის მევენახეობა მეღვინეობაზე,1
8019,8019,სიარული ჭერი ხტომა მდე დააჭირეთ სივრცეში ბარი და,5
8027,8027,ოთახით მარმარილოს ბუხრებით საუნით ბასეინით სამზარეულო ბარით ერთი ბარი ეზოში ავტო ფარეხით ქირის,2
8039,8039,იყიდება სართულიანი სახლი წყნეთში აუზით ბარით საუნით და საბილიარდო ოთახით გარემონტებული ოთახი,2
8041,8041,წამო რამე დავლიოთ უთხრა თამარამ და ბარში ჩავიდნენ სასმელის შესაკვეთად მარგოს ტელეფონი შუაში,2
8044,8044,ზოგადი ბარი კონსიერჯი ლიფტი რესტორანი საკუთარი პლიაჯი სამრეცხაო,2
8047,8047,რამოდენიმე კვირის წინს ერთ ერთ ბარში ვიჯექი საღამოთი ხოდა ტურისტები შემოვიდნენ მხოლოდ,2
8050,8050,ერთი დიდი ქუჩა არსებობდა და ორმოცდაათი ბარი რომლებიც მთელი წლის განმავლობაში დღე და,2
8051,8051,ქირავდება კვ კომერციული ფართი გამოდგება კარაოკე ბარისთვის კლუბისთვის და სახვა სრული ინვენტარით,2
8057,8057,გაკოტრება მათზე თქვენზე კი თოხი და ბარი,0
8062,8062,ყველაზე მშვენიერი ქალი უმიზეზოდ არ იჯდებოდა ბართან ალკოჰოლით ხელში არ მითხრათ რომ ვინმე,2
8063,8063,ასე ამბობდა მოსათავებლი იყო და მევითავე ბარვაზე თოხნაზე ჭამაზე და ძილზეც კი იფიქრებდი,0
8072,8072,პარტნიორი ავტ ვთხოვე იქნებ შენთან ერთად ბარში მეც ვიმღერო ხელფასიც არ მინდა მეთქი,2
8082,8082,ქალაქს მიაშურა ერთი ნაცნობისგან თოხი და ბარი ითხოვა და რომ შეღამდა არავის რომ,0
8088,8088,ლი ფორ ნი ში ერთ ერთ ბარ ში სრო ლის შე დე გად,2
8090,8090,აშშ იკავებს ეს ქვეყანა დღეში საშუალოდ ბარელ ნავთობს მოიხმარს ამასთან მილიონი ბარელის ოდენობის,7
8096,8096,სასტუმრო ოთახი სველი წერტილით ცალკე სამზარეულო ბარით უცხოვრებელი ავეჯით ტექნიკით საათიანი ცოცხალი დაცვით,2
8102,8102,ტერიტორიული მხარე დასავლეთ საქართველოში მოიცავს კოლხეთის ბარის სამხრ პერიფერიულ ნაწილს და მესხეთის ქედის,1
8107,8107,კრახუნა არა მგონია ბევრგან შეგხვდეთ გვითხრა ბარის დიასახლისმა,2
8113,8113,მუშაობა და ტოვებს მართალი სამუშაოები წავიდნენ ბარი სადაც მდინარე ტეკილა და შესაბამისად არ,2
8122,8122,აივანი ხედი ორი მხრიდან ქალაქზე სამზარეულო ბარით ცენტრალური გათბობა ინტერნეტი ავეჯით გაწყობილი ტექნიკით,2
8124,8124,საძინებლით საგარდერობოთი ჩაშენებული სათავსოთი სტუდიოს ტიპის ბარ სამზარეულოთი სართული სენსორული ლიფტით დაკეტილი სადარბაზოთი,2
8126,8126,იყიდება კვ მოქმედი ბარი ფილარმონიასთან ავეჯით ვენტილაცია კონდიცირება სამზარეულოს მოწყობილობა,2
8127,8127,ყვავილობს და ხალისდები გაიდებ თოხსა და ბარს მხარზე და სამუშაოდ მხიარულად მიდიხარ სათიბიც,0
8131,8131,მოცემულ დროს ისრიანი ღილაკები და სივრცეში ბარი,5
8145,8145,ვინმეს მოვეკალი მესაფლავის ჯიხურთან თოხი და ბარი ვნახე ერთ მეტრამდე სიღრმის საფლავი გავუთხარე,0
8158,8158,კონტროლი თვითმფრინავი გამოიყენოს გასაღებები და სივრცეში ბარი,5
8177,8177,მიბარებულყოფილი მიბარებულყოფილი გინა ბარში ნამყოფი ბარ ბარში ნამყოფი ბარი,-1
8178,8178,ხანმოკლე წვიმა ჰაერის ტემპერატურა დაბლობსა და ბარში გრადუსის ფარგლებში დაფიქსირდება,1
8187,8187,ახალი ტიპის ძრავებში საწვავის მიწოდების წნევა ბარამდე გაიზარდა რამაც ფრქვევანების გაცილებით მაღალი ხარისხით,8
8203,8203,სივრცე საღამოს კი კაფეში მუშაობს სამზარეულო ბარი საიდანაც შემოსული თანხა ისევ სოციალურ აქტივობებს,2
8205,8205,მოქმედების გეგმებს იმ შემთხვევებისათვის როცა ერთი ბარელის ფასი ან დოლარი იქნება დოლარის შემთხვევაში,7
8209,8209,ცალ ხელში ორლესული ბარი ებოძა საქმემოწყურებულ სტასიკს მეორეში საწამლავი იქვე,0
8211,8211,ტუალეტი აბაზანის პირსახოცები თმის საშრობი მინი ბარი კარადა საბანი ცალკე საწოლი ბაღის ხედი,-1
8213,8213,რომ ითამაშოთ თამაში ისრებით და სივრცეში ბარი,5
8218,8218,ოფშორულ აუზში შეადგინა რა საშუალოდ ათასი ბარელი დღეში წლებში საშუალო მოპოვება შემცირდა ათას,7
8231,8231,გათბობით კონდენციონერები ოთახში მომქმედი ბუხრით მარანში ბარით მოწყობილია წყარო ეზოში საცურაო აუზით გამოდგება,2
8249,8249,საიათ საიათის მისი მოქალაქეობრივი უფლებების დარღვევისთვის ბარის მცველმა უარი უთხრა შეშვებაზე საიათის იმ,2
8251,8251,საათიანი დაცვით ევრორემონტით უცხოვრებელი სტუდიო მისაღები ბარ სამზარეულოთი საძინებელი კვმ აივნით ავეჯით ან,2
8255,8255,ის მიმტანად მუშაობს ლუიზიანას ერთ ერთ ბარში სოკი უჩვეულო ნიჭით არის დაჯილდოვებული მას,2
8268,8268,ესპრესო ჟელატერია იტალიური კაფე სანაყინე ასევე ბარი რომელიც ბევრ სხვა რამესთან ერთად სტუმრებს,2
8274,8274,მისროლია ლაგატკა ღმერთმა სუყველას გვაშოროს თოხი ბარი და ლაფატკა,0
8283,8283,ვეკუას ქუჩაზე ძველი მარანი ნუცუბიძის ქუჩაზე ბარ რესტორანი ტერასა წერეთლის გამზირზე და სხვ,2
8291,8291,მოძრაობა გასაღებები მარცხენა მარჯვენა პაუზა სივრცეში ბარი დაწვრილებით,5
8292,8292,მარაგის ია მოქცეული დღეში რუსეთი მილიონ ბარელ ნავთობს მოიპოვებს რაც მას მსოფლიოს ნავთობ,7
8306,8306,მთათაშორისი ბარი კოლხეთის დაბლობი იმერეთის მაღლობი შიდა ქართლის,1
8308,8308,თითოეული ბარელის ღირებულება შეადგენს დაახლოებით ათას მექსიკურ პესოს,7
8314,8314,მილიარდი ბარელით იზრდება ამასთან წლიურად მილიარდი ბარელის მოცულობის ახალ საბადოებს პოულობენ რომლებიც შავი,7
8319,8319,აპრილში გავიცანით გვითხრა რომ ქართული ღვინის ბარ რესტორნის გახსნა უნდოდა ჩვენც იგივე სურვილი,2
8325,8325,სადაც სამუშაო მელოდება ხეებს იქით ჩანს ბარი რომელსაც თეთრი წარწერა ამშვენებს შავ თეთრი,2
8330,8330,კვმ ფართის ულამაზესი ხედებით სტუდიო მისაღები ბარ სამზარეულოთი თანამედროვე სტილში ფასი მის აბულაძის,2
8332,8332,არის მთის ჩამოწოლა კავკასიის მთიელთა საქართველოს ბარში ჩამოსახლება მთის ჩამოწოლის პროცესი მიმდინარეობდა არამარტო,1
8333,8333,კატეგორიები რესტორნები ბარები კაფეები ღამის კლუბები,2
8335,8335,რეკორდულად დაეცა თითქმის შვიდი პროცენტით და ბარელის ფასმა აპრილს ნიუ იორკში დოლარამდე იკლო,7
8336,8336,ისრები მარცხენა მარჯვენა მართოს ხტომა ფართი ბარი გამოიყენოს საკითხი ვინ იქნება პირველი დაწვრილებით,5
8359,8359,თანამშრომელი დაჭრეს კონფლიქტი დაცვის თანამშრომელსა და ბარში შესვლის მსურველ პირებს შორის მოხდა,2
8362,8362,ქმნიან კომიკური ლიტერატურული დისონანსებიც ერთ ერთ ბარში ყოფნისას მოულოდნელად კარი იღება საიდანაც გოლიათი,2
8363,8363,არ უნდა გამოიწეროთ თბილისში უამრავი კაფე ბარია მაგრამ ყველგან კი არ დავდივარ სადაც,2
8364,8364,ქირავდება საზაფხულო კაფე ბარი კვარიათში კაფე ბარის ფართი შეადგენს კვ კაფე ბარი აღჭურვილია,2
8379,8379,რებეკა დეიკსი ბეირუთის ერთ ერთ ტურისტული ბარიდან გამოვიდა და ტაქ,2
8383,8383,ლაურა რემსი ჯო ანდერსონი სერხიო ალდერონი ბარ პალი,4
8386,8386,წესი მანამდე შტერდიჯეებიანი რადიოა ხოლმე თბილისის ბარებში ჩართული,2
8388,8388,თანამედროვე ავეჯით ტექნიკით ზაფხულის კონდიციონერით სამზარეულო ბარით ჩაშენებული გარნიტურით მარმარილოს მოქმედი ბუხრით სართული,2
8392,8392,ინარჩუნებს ხეს ლიტრ წყალს ნაგავსაყრელს ორ ბარელ ზეთს და კვტ ელექტროენერგიას,7
8404,8404,მელიქიშვილის თანახმად კოლხეთის ბარში ჩასახლებულა ტრაპეზუნტის სამხრეთ აღმოსავლეთ მთიანეთის მოსახლეობა,1
8405,8405,ბარი თებერვალი დაარქივებულია ორიგინალიდან სექტემბერი წაკითხვის თარიღი,-1
8414,8414,ქობულეთში სასტუმროს ულამაზეს ბაღშ შეემატა ახალი ბარი სადაც შეგიძლიათ დააგემოვნოთ შეშის სპეციალურ ღუმელში,2
8419,8419,ავეჯით ახალი ტექნიკით მისაღები და სამზარეულო ბარის სტოიკით სვ წერტილით აივნით კვმ ინტერნეტით,2
8421,8421,მარიამ საჭირო არ არის გავაჩერე მე ბართან გავალ მოგვიანებით შემოგიერთდებით გავიღიმე და წავედი,2
8425,8425,ილია კარტოზიას ცხედარი ამ დროისთვის ქალაქ ბარის პროზექტურაშია დასვენებული და ის ქართულ მხარეს,4
8435,8435,არავინ გაინძრეს ღრიალებდა მამაკაცი და პირდაპირ ბარისკენ სადაც ალვიტა იდგა იქით დაიძრა სალარო,2
8443,8443,მოკალათებულიყვნენ თვით გუგა ბარათელი კი ღია ბარის დახლთან მაღალ სკამზე ჩამომჯდარიყო და განსაკუთრებული,2
8444,8444,შემოღობვა დაიწყო შრომის დასახლებიდან საგანგებოდ ჩამოიყვანეს ბარ ნიჩბებით შეიარაღებული ხალხი პროვოკაციის მოსაწყობად იმ,0
8445,8445,კანაშვილი თენგიზ აღმოსავლეთ საქართველოს ბარის გაუდაბნოების ასპექტები სამაგისტრო ილიას სახელმწიფო უნივერსიტეტი,1
8455,8455,არ მქონდა კარი შევაღე თუარა ეგრევე ბარისკენ გავემართე,2
8459,8459,აზარალებს რუსეთს რომლის წლის სახელმწიფო ბიუჯეტი ბარელ ნავთობზე დოლარიან ფასზეა დაგეგმილი რუსეთი ნავთობის,7
8461,8461,რა ვიღონო ჩემი ბატონი მმართველობას ჩამომართმევს ბარვის თავი არა მაქვს და მათხოვრობისა მრცხვენია,0
8465,8465,მოვლენები იწყება ადრეული დღეებში და ბევრი ბარები დილით ქმნის ცოცხალი ატმოსფეროს,2
8467,8467,ყველა პირობით სართულები ფართი გამოდგება კაფე ბარისთვისაც ცენტრალური გათბობით კონდენცირებით ძვირფასი ავეჯით ტელ,2
8479,8479,მოცეკვავეთა წყვილი ოთო ფოლადაშვილი და ჯულიანა ბარ გნარი საბერძნეთს კერძოდ სალონიკს ცნ,4
8481,8481,საყვარელ ატამი თქვენი ისრებით და სივრცეში ბარი,5
8482,8482,ერთი და იგივეა და მანდ ბარის უწერია შესვლა ასე წერს ტეკირდაგის პორტი,4
8486,8486,საინფორმაციო ადმინისტრაციის მონაცემებით შეფასებული იყო მილიონ ბარელად საბადოს დამუშავება და მოპოვება დაიწყო კრიბი,7
8492,8492,ამინდი ჰაერის მაქსიმალური ტემპერატურა დაბლობსა და ბარში მოიმატებს გრადუსამდე შავი ზღვის სანაპირო ზოლში,1
8499,8499,კალიფორნიის ერთ ერთ ბარში ადამიანი მოკლეს,2
8500,8500,ერთ კარგად ავეწყვეთ ხან ვსეირნობდით ხან ბარში ვიყავით ხან სად და ხან სად,2
